LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"3,2,1,5,4",mad as a March hare,put on a brave face,put on a happy face,win by a short head,won by a short head,,,,
15 Letters,"3,2,1,6,3",put in a sealed bid,,,,,,,,
15 Letters,"3,2,2,3,5",get on in the world,put it on the slate,,,,,,,
15 Letters,"3,2,2,4,4",get up on one's feet,not in my back yard,not so as you'd know,put on an even keel,,,,,
15 Letters,"3,2,2,5,3",put in an order for,,,,,,,,
15 Letters,"3,2,2,8",all in it together,get up to mischief,got up to mischief,not go to extremes,not to be believed,not to be exceeded,not up to standard,put up an argument,set up in business
15 Letters,"3,2,3,1,6",Air on the G String,,,,,,,,
15 Letters,"3,2,3,2,1,4",not as far as I know,not so far as I know,,,,,,,
15 Letters,"3,2,3,2,2,3",put an end to it all,try to see it my way,,,,,,,
15 Letters,"3,2,3,2,5",had an axe to grind,had no axe to grind,has an axe to grind,has no axe to grind,say it off by heart,,,,
15 Letters,"3,2,3,3,1,3",pay an arm and a leg,,,,,,,,
15 Letters,"3,2,3,3,2,2",and so say all of us,,,,,,,,
15 Letters,"3,2,3,3,4",see in the New Year,war to end all wars,,,,,,,
15 Letters,"3,2,3,4,3",did it the hard way,hit an all time low,let it all hang out,not in the long run,,,,,
15 Letters,"3,2,3,5,2",act in the place of,hot on the heels of,nip at the heels of,not in the habit of,,,,,
15 Letters,"3,2,3,7",air to air missile,die in the attempt,dip of the horizon,end of the century,end of the rainbow,get an ear bashing,get up and running,got an ear bashing,I'll do the honours
15 Letters,"3,2,3,7",Joy in the Morning,man to man marking,map of New Zealand,not in the picture,not in the running,out of all measure,out of its element,out of the country,Out of the Furnace
15 Letters,"3,2,3,7",out of the picture,out of the running,out of the weather,out to get someone,pit of the stomach,put in for repairs,put in the picture,put on the payroll,put to the trouble
15 Letters,"3,2,3,7",put up for auction,tip of the iceberg,top of the morning,,,,,,
15 Letters,"3,2,4,2,4",had to room to move,had to time to lose,has no room to move,has no time to lose,,,,,
15 Letters,"3,2,4,3,3",get on with the job,run in with the law,,,,,,,
15 Letters,"3,2,4,6",ace up one's sleeve,bee in one's bonnet,bee in your bonnet,end of one's tether,for no good reason,get on one's nerves,get on your nerves,got on one's nerves,got on your nerves
15 Letters,"3,2,4,6",lie in one's throat,not in good humour,not in one's favour,not in one's nature,not on your nellie,not to one's liking,not to that extent,not to your liking,out of one's crease
15 Letters,"3,2,4,6",out of one's league,out of one's senses,out of one's stride,out of your league,put on one's armour,tip of one's tongue,,,
15 Letters,"3,2,5,3,2",had no words for it,has no words for it,,,,,,,
15 Letters,"3,2,5,5",ask me again later,get an early night,men in white coats,not on equal terms,out of harm's reach,out of whole cloth,put in plain words,set of false teeth,two or three times
15 Letters,"3,2,6,4",ask on bended knee,beg on bended knee,end of season sale,had an aching back,has an honest face,not my strong suit,,,
15 Letters,"3,2,7,3",joy of missing out,put it another way,War of Jenkins' Ear,,,,,,
15 Letters,"3,2,8,2",has an interest in,,,,,,,,
15 Letters,"3,2,10",act of aggression,act of contrition,act of friendship,Act of Parliament,act of providence,Act of Settlement,age of discretion,aid to navigation,
15 Letters,"3,2,10",air of detachment,box of chocolates,end of discussion,fit of conscience,fit of depression,get an impression,get an invitation,get on swimmingly,got an impression
15 Letters,"3,2,10",got an invitation,Guy de Maupassant,had no complaints,has no complaints,lay in provisions,man of experience,not in contention,not in government,not in proportion
15 Letters,"3,2,10",Ode on Melancholy,oil of peppermint,oil of turpentine,old as Methuselah,out of commission,out of contention,out of government,out of politeness,out of proportion
15 Letters,"3,2,10",put in quarantine,put up resistance,sin of commission,war of resistance,,,,,
15 Letters,"3,3,1,4,4",not for a long time,out for a good time,,,,,,,
15 Letters,"3,3,1,6,2",had not a stitch on,has not a stitch on,,,,,,,
15 Letters,"3,3,1,8",ask for a transfer,,,,,,,,
15 Letters,"3,3,2,1,6",the eye of a needle,,,,,,,,
15 Letters,"3,3,2,2,5",Get Off of My Cloud,get out of my sight,its out of my hands,the end is in sight,The Eve of St Agnes,,,,
15 Letters,"3,3,2,3,4",any day of the week,cut off at the pass,cut out of the will,get out of the road,its all in the mind,its all in the past,Lob lie by the fire,raw end of the deal,the ace in the pack
15 Letters,"3,3,2,3,4",the end of the euro,the end of the line,the end of the road,the end of the week,the end of the year,the fat of the land,the key to the door,the lap of the gods,the law of the land
15 Letters,"3,3,2,3,4",the lay of the land,the lie of the land,the man in the moon,the run of the ball,the top of the heap,the top of the hill,the top of the pile,the top of the tree,
15 Letters,"3,3,2,4,3",the cut of one's jib,the cut of your jib,The Way We Live Now,,,,,,
15 Letters,"3,3,2,7",get out of trouble,not bat an eyelash,one way or another,put out to pasture,ran out of excuses,ran out of matches,ran out of rations,run out of excuses,run out of matches
15 Letters,"3,3,2,7",run out of rations,run out on someone,The Age of Anxiety,the age of consent,the end of history,the key to success,the law of gravity,the sky is falling,why are we waiting
15 Letters,"3,3,3,2,4",I'll see you in hell,,,,,,,,
15 Letters,"3,3,3,3,3",one man and his dog,the how and the why,the man for the job,,,,,,
15 Letters,"3,3,3,4,2",see the new year in,,,,,,,,
15 Letters,"3,3,3,6",Bel and the Dragon,cut off the crusts,fly off the handle,get off the ground,get the run around,got off the ground,got the run around,hit and run driver,not for one minute
15 Letters,"3,3,3,6",not for the masses,not for the moment,par for the course,pay off old scores,,,,,
15 Letters,"3,3,4,2,3",for the love of god,it's all gone to pot,not the same at all,not too much to ask,one man went to mow,,,,
15 Letters,"3,3,4,3,2",it's too deep for me,put the evil eye on,,,,,,,
15 Letters,"3,3,4,3,2",put the evil eye on,,,,,,,,
15 Letters,"3,3,4,5",and all that stuff,bat for both sides,cut and come again,for the time being,get off one's chest,get out from under,get the gold medal,get the last laugh,God the Holy Ghost
15 Letters,"3,3,4,5",hit the high notes,how the wind blows,it's not your place,lay out one's stall,not the done thing,not the full monty,not the same thing,pay off one's debts,put off one's guard
15 Letters,"3,3,4,5",Put Out More Flags,put six feet under,run for one's money,run for your money,set out one's stall,set out your stall,ten per cent proof,The Man from UNCLE,the one true light
15 Letters,"3,3,4,5",The Sun Also Rises,win the gold medal,won the gold medal,you bet your boots,,,,,
15 Letters,"3,3,5,2,2",get the drift of it,get the worst of it,got the worst of it,It's all Dutch to me,It's all Greek to me,it's the thing to do,let the world go by,put the blame on me,
15 Letters,"3,3,5,4",act the giddy goat,cat and mouse game,egg and spoon race,for old time's sake,for one night only,for the first time,get the right idea,get the upper hand,get the wrong idea
15 Letters,"3,3,5,4",got the upper hand,got the wrong idea,had the final word,has the final word,hit the right note,hit the right spot,one two three four,pay the going rate,pay the paper bill
15 Letters,"3,3,5,4",put the clock back,saw the funny side,say the magic word,see the funny side,see the other side,the New Model Army,The Old Wives' Tale,the sun never sets,toe the party line
15 Letters,"3,3,5,4",Use the force Luke,wet the baby's head,you and whose army,You can never tell,,,,,
15 Letters,"3,3,6,3",all the better for,All the Rivers Run,cut the corner off,get the knives out,I'll see myself out,not for public use,out for number one,put the lights out,the old school tie
15 Letters,"3,3,6,3",the way things are,Tom the piper's son,,,,,,,
15 Letters,"3,3,7,2",get all steamed up,get the measure of,it's not unheard of,now you mention it,pay lip service to,put the dampers on,put the heating on,put the kaibosh on,put the mockers on
15 Letters,"3,3,7,2",put the squeeze on,put the washing on,,,,,,,
15 Letters,"3,3,9",all day breakfast,all the trimmings,bay and forecourt,bed and breakfast,Bye Bye Blackbird,did the crossword,did the paperwork,did the spadework,Dog Day Afternoon
15 Letters,"3,3,9",eff the ineffable,get the advantage,get the runaround,hit the headlines,hog the limelight,it's all happening,it's the principle,Jam and Jerusalem,low tar cigarette
15 Letters,"3,3,9",man the lifeboats,mid air collision,New Age traveller,new red sandstone,old age pensioner,old red sandstone,own the copyright,ran for president,red hot favourite
15 Letters,"3,3,9",Red Sea clownfish,rem acu tetigisti,run for president,see the headlines,Sir Les Patterson,Sir Tom Courtenay,sum and substance,The Big Breakfast,The Big Feastival
15 Letters,"3,3,9",The Far Pavilions,the Low Countries,The New Statesman,the New Testament,The Old Gentleman,the Old Pretender,the Old Testament,use the telephone,wet and miserable
15 Letters,"3,3,9",win win situation,,,,,,,,
15 Letters,"3,4,1,3,4",not such a big deal,,,,,,,,
15 Letters,"3,4,1,7",get into a routine,got into a routine,not give a monkey's,put down a deposit,,,,,
15 Letters,"3,4,2,1,5",any port in a storm,rub salt in a wound,the back of a lorry,The Lady is a Tramp,too much of a hurry,,,,
15 Letters,"3,4,2,2,4",the bane of my life,the germ of an idea,the time of my life,too good to be true,,,,,
15 Letters,"3,4,2,3,3",get down to the job,lie down on the job,the gift of the gab,the hair of the dog,too late in the day,,,,
15 Letters,"3,4,2,4,2",not hard to come by,not much to look at,,,,,,,
15 Letters,"3,4,2,6",get back to basics,get back to nature,get back to normal,got back to normal,not hard to please,not left to chance,not open to reason,not take as gospel,the back of beyond
15 Letters,"3,4,2,6",The Book of Mormon,the call of nature,the cost of living,The Edge of Heaven,the holy of holies,the joys of Spring,The King of Comedy,The land of plenty,the laws of nature
15 Letters,"3,4,2,6",The Line of Beauty,The Lion in Winter,The Maid of Honour,The Mail on Sunday,the Moor of Venice,the pace of change,The Rite of Spring,the road to riches,The Song of Roland
15 Letters,"3,4,2,6",the soul of reason,the wind of change,you must be joking,,,,,,
15 Letters,"3,4,3,2,3",not one's cup of tea,not your cup of tea,you can't win 'em all,,,,,,
15 Letters,"3,4,3,3,2",see what one can do,see what you can do,the best one can do,,,,,,
15 Letters,"3,4,3,5",all doom and gloom,all fine and dandy,all hell let loose,all muck and magic,all over the place,all over the world,all skin and bones,dig one's own grave,dig your own grave
15 Letters,"3,4,3,5",eat one's own words,eat your own words,Far From the Crowd,far from the truth,for love nor money,for what its worth,get into hot water,get into the habit,get into the swing
15 Letters,"3,4,3,5",God save our queen,God save the Queen,hot from the press,how goes the enemy,I'll have the usual,I'll skin you alive,It's That Man Again,led down the aisle,not care two hoots
15 Letters,"3,4,3,5",not give two hoots,not have the heart,not have the knack,not know the score,not make the grade,one over the eight,pay what its worth,,
15 Letters,"3,4,3,5",put back the clock,put into the shade,red bull and vodka,run like the devil,say what one means,say what you think,see one's way clear,sit back and relax,six tens are sixty
15 Letters,"3,4,3,5",sun moon and stars,sup with the devil,the good die young,the long and short,the long way round,the meat and bones,the next big thing,The Road Not Taken,The Rose and Crown
15 Letters,"3,4,3,5",the same old faces,the same old names,the same old story,the same old thing,the sky's the limit,Tom Dick and Harry,two fours are eight,,
15 Letters,"3,4,4,2,2",bet one's life on it,bet your life on it,not know what to do,put one's foot in it,put one's make up on,put one's mind to it,put your foot in it,put your mind to it,rub one's nose in it
15 Letters,"3,4,4,2,2",set one's mind on it,the show must go on,the show will go on,,,,,,
15 Letters,"3,4,4,4",cry into one's beer,For Your Eyes Only,get away scot free,get one's hair done,get one's head down,get one's life back,get some good news,get well soon card,get your hair done
15 Letters,"3,4,4,4",get your head down,lay down one's arms,lay down one's life,lay down your arms,lay down your life,let one's hair down,let your hair down,not know from Adam,one does one's best
15 Letters,"3,4,4,4",pin back one's ears,pin back your ears,pin one's ears back,pin your ears back,pop into one's head,put one's foot down,put one's head down,put one's name down,put your back into
15 Letters,"3,4,4,4",put your foot down,put your name down,ran away from home,red eyed tree frog,run away from home,sow one's wild oats,sow your wild oats,ten mile road race,the girl next door
15 Letters,"3,4,4,4",the last best hope,the mile high club,The Skye Boat Song,the thin blue line,the time will come,tip down with rain,win away from home,win some lose some,you only live once
15 Letters,"3,4,4,4",you took your time,,,,,,,,
15 Letters,"3,4,5,3",all hell broke out,and pigs might fly,cry one's heart out,eat one's heart out,eat your heart out,get some fresh air,it's your lucky day,not your lucky day,pay good money for
15 Letters,"3,4,5,3",put that light out,set one's stall out,,,,,,,
15 Letters,"3,4,6,2",get one's dander up,get one's monkey up,get one's skates on,get your skates on,got one's dander up,got one's skates on,not take kindly to,put one's armour on,put one's jumper on
15 Letters,"3,4,6,2",put one's shorts on,put one's skates on,put your skates on,set one's sights on,set your sights on,you won't regret it,,,
15 Letters,"3,4,8",air raid shelters,air vice marshals,all male preserve,all pull together,bug eyed monsters,cut one's eyeteeth,cut one's toenails,get into mischief,get into position
15 Letters,"3,4,8",get into practice,get one's bearings,get some exercise,get your bearings,hid one's feelings,hot melt adhesive,ivy leaf geranium,lay them straight,Man from Atlantis
15 Letters,"3,4,8",met one's Waterloo,mid term election,New York marathon,not care tuppence,not give tuppence,not look backward,not well regarded,off road vehicles,one last mouthful
15 Letters,"3,4,8",one toed amphiuma,pay one's respects,pit bull terriers,put into practice,ran into problems,red bush squirrel,red eyed puffback,red eyed treefrog,Red Star Belgrade
15 Letters,"3,4,8",run into problems,res ipsa loquitur,Sir Alec Guinness,Sir Alex Ferguson,Sir John Betjeman,Sir John Falstaff,Sir John Suckling,Sir Tony Robinson,six spot ladybird
15 Letters,"3,4,8",The Blue Gardenia,the cat's whiskers,the Coen Brothers,The Dead Kennedys,the dog's bollocks,The Four Beauties,the four elements,The Four Feathers,the Four Freedoms
15 Letters,"3,4,8",the Four Horsemen,the gold standard,the Good Shepherd,the Home counties,The King Brothers,The Lady Vanishes,The Lake District,The Last Judgment,the last vestiges
15 Letters,"3,4,8",the Marx Brothers,the Most Reverend,the nine worthies,the Peak District,The plot thickens,the slow movement,The Ugly Duckling,the vast majority,the Very Reverend
15 Letters,"3,4,8",two toed amphiuma,try one's patience,try one's strength,tug one's forelock,two spot ladybird,two toed anteater,,,
15 Letters,"3,5,1,6",not raise a finger,not stand a chance,six geese a laying,,,,,,
15 Letters,"3,5,2,1,4",one thing at a time,,,,,,,,
15 Letters,"3,5,2,2,3",the apple of my eye,the means to an end,the white of an egg,,,,,,
15 Letters,"3,5,2,5",add sugar to taste,all flesh is grass,fun while it lasts,get pride of place,hit where it hurts,lay awake at night,let there be light,lie awake at night,one night in Paris
15 Letters,"3,5,2,5",one piece of toast,one slice of bread,one slice of toast,Per ardua ad astra,run short of money,see what's in store,sow seeds of doubt,The Birth of Venus,The Caves of Steel
